race,lap,short_name,id,team,engine,grid_position,quali_time,lap_position,lap_time,gap_to_leader,position,points,fastest_s1,fastest_s2,fastest_s3,ideal_time,s1_speed,s2_speed,s3_speed,speed_trap,tyre,pit_time,tyre_num,used,tyre_age,pit_this_lap,next_pit,soft,medium,hard,total_laps,lap_pcts,tyre_age_pct,next_pit_pcts,distances
Belgian,37,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.587,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,7,0,0,0,1,0,44.0,0.8409090909090909,0.1590909090909091,0.0,7004
Belgian,38,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.513,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,8,0,0,0,1,0,44.0,0.8636363636363636,0.18181818181818182,0.0,7004
Belgian,39,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.26,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,9,0,0,0,1,0,44.0,0.8863636363636364,0.20454545454545456,0.0,7004
Belgian,40,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.889,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,10,0,0,0,1,0,44.0,0.9090909090909091,0.22727272727272727,0.0,7004
Belgian,41,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.165,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,11,0,0,0,1,0,44.0,0.9318181818181818,0.25,0.0,7004
Belgian,42,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.157,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,12,0,0,0,1,0,44.0,0.9545454545454546,0.2727272727272727,0.0,7004
Belgian,43,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.731,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,13,0,0,0,1,0,44.0,0.9772727272727273,0.29545454545454547,0.0,7004
Belgian,44,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,113.149,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,14,0,0,0,1,0,44.0,1.0,0.3181818181818182,0.0,7004
Belgian,0,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,0,0.0,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,0,0,14,0,1,0,44.0,0.0,0.0,0.3181818181818182,7004
Belgian,1,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,116.093,2.15,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,1,0,14,0,1,0,44.0,0.022727272727272728,0.022727272727272728,0.3181818181818182,7004
